DateTime,sum,mean,count,hour,minute
2011-12-12 03:30:00,5.1770000000000005,0.25885,20,3,30
2011-12-12 04:00:00,4.482,0.22410000000000002,20,4,0
2011-12-12 04:30:00,3.985,0.19924999999999998,20,4,30
2011-12-12 05:00:00,3.457,0.17285,20,5,0
2011-12-12 05:30:00,2.763,0.13815,20,5,30
2011-12-12 06:00:00,2.374,0.1187,20,6,0
2011-12-12 06:30:00,4.085,0.20425,20,6,30
2011-12-12 07:00:00,4.501,0.22505000000000003,20,7,0
2011-12-12 07:30:00,3.981,0.19905,20,7,30
2011-12-12 08:00:00,5.297,0.26485,20,8,0
2011-12-12 08:30:00,6.585,0.32925,20,8,30
2011-12-12 09:00:00,5.995,0.29975,20,9,0
2011-12-12 09:30:00,5.947,0.29735,20,9,30
2011-12-12 10:00:00,5.959,0.29795,20,10,0
2011-12-12 10:30:00,5.027,0.25135,20,10,30
2011-12-12 11:00:00,4.446,0.2223,20,11,0
2011-12-12 11:30:00,5.086,0.2543,20,11,30
2011-12-12 12:00:00,4.691,0.23454999999999998,20,12,0
2011-12-12 12:30:00,5.942,0.29710000000000003,20,12,30
2011-12-12 13:00:00,5.572,0.2786,20,13,0
2011-12-12 13:30:00,7.304,0.3652,20,13,30
2011-12-12 14:00:00,7.2350001,0.361750005,20,14,0
2011-12-12 14:30:00,4.8569999,0.24284999499999999,20,14,30
2011-12-12 15:00:00,5.126,0.25630000000000003,20,15,0
2011-12-12 15:30:00,7.537,0.37685,20,15,30
2011-12-12 16:00:00,8.7810001,0.439050005,20,16,0
2011-12-12 16:30:00,6.1979999,0.309899995,20,16,30
2011-12-12 17:00:00,6.937,0.34685,20,17,0
2011-12-12 17:30:00,6.214,0.31070000000000003,20,17,30
2011-12-12 18:00:00,5.82,0.29100000000000004,20,18,0
2011-12-12 18:30:00,7.731,0.38655,20,18,30
2011-12-12 19:00:00,5.663,0.28315,20,19,0
2011-12-12 19:30:00,5.813,0.29064999999999996,20,19,30
2011-12-12 20:00:00,7.6729999,0.38364999499999997,20,20,0
2011-12-12 20:30:00,5.744,0.2872,20,20,30
2011-12-12 21:00:00,5.0360000000000005,0.2518,20,21,0
2011-12-12 21:30:00,5.392,0.2696,20,21,30
2011-12-12 22:00:00,6.271,0.31355,20,22,0
2011-12-12 22:30:00,5.5449999,0.27724999499999997,20,22,30
2011-12-12 23:00:00,4.979,0.24895,20,23,0
2011-12-12 23:30:00,5.571,0.27854999999999996,20,23,30
2011-12-13 00:00:00,3.972,0.1986,20,0,0
2011-12-13 00:30:00,7.6040000999999995,0.38020000499999995,20,0,30
2011-12-13 01:00:00,6.843,0.34215,20,1,0
2011-12-13 01:30:00,5.31,0.26549999999999996,20,1,30
2011-12-13 02:00:00,5.306,0.2653,20,2,0
2011-12-13 02:30:00,4.84,0.242,20,2,30
2011-12-13 03:00:00,4.902,0.2451,20,3,0
2011-12-13 03:30:00,4.0949998999999995,0.20474999499999996,20,3,30
2011-12-13 04:00:00,2.444,0.1222,20,4,0
2011-12-13 04:30:00,2.267,0.11334999999999999,20,4,30
2011-12-13 05:00:00,1.851,0.1234,15,5,0
2011-12-13 05:30:00,3.673,0.18365,20,5,30
2011-12-13 06:00:00,3.544,0.1772,20,6,0
2011-12-13 06:30:00,2.967,0.14835,20,6,30
2011-12-13 07:00:00,3.127,0.15635,20,7,0
2011-12-13 07:30:00,2.925,0.14625,20,7,30
2011-12-13 08:00:00,4.014,0.20070000000000002,20,8,0
2011-12-13 08:30:00,5.37,0.2685,20,8,30
2011-12-13 09:00:00,4.46,0.223,20,9,0
2011-12-13 09:30:00,3.666,0.1833,20,9,30
2011-12-13 10:00:00,4.041,0.20205,20,10,0
2011-12-13 10:30:00,5.6679999,0.283399995,20,10,30
2011-12-13 11:00:00,5.016,0.2508,20,11,0
2011-12-13 11:30:00,6.213,0.31065,20,11,30
2011-12-13 12:00:00,6.198,0.3099,20,12,0
2011-12-13 12:30:00,4.413,0.22065,20,12,30
2011-12-13 13:00:00,7.2539999,0.362699995,20,13,0
2011-12-13 13:30:00,6.3369999,0.316849995,20,13,30
2011-12-13 14:00:00,4.871,0.24355000000000002,20,14,0
2011-12-13 14:30:00,4.148,0.20739999999999997,20,14,30
2011-12-13 15:00:00,3.874,0.1937,20,15,0
2011-12-13 15:30:00,3.935,0.19675,20,15,30
2011-12-13 16:00:00,4.7509999999999994,0.23754999999999998,20,16,0
2011-12-13 16:30:00,5.4000001,0.270000005,20,16,30
2011-12-13 17:00:00,5.39,0.26949999999999996,20,17,0
2011-12-13 17:30:00,6.047,0.30235,20,17,30
2011-12-13 18:00:00,5.22,0.261,20,18,0
